北海道,江別市,11,na
北海道,札幌市,11,na
北海道,北広島市,11,na
北海道,空知郡南幌町,11,na
北海道,恵庭市,11,na
北海道,千歳市,123,na
北海道,夕張市,123,na
北海道,夕張郡,123,na
北海道,芦別市,124,na
北海道,赤平市,125,na
北海道,歌志内市,125,na
北海道,砂川市,125,na
北海道,滝川市,125,na
北海道,雨竜郡雨竜町,125,na
北海道,樺戸郡浦臼町,125,na
北海道,樺戸郡新十津川町,125,na
北海道,空知郡上砂川町,125,na
北海道,空知郡奈井江町,125,na
北海道,岩見沢市,126,na
北海道,美唄市,126,na
北海道,石狩郡新篠津村,126,na
北海道,樺戸郡月形町,126,na
北海道,岩見沢市,126,宝水町
北海道,三笠市,1267,na
北海道,石狩市,133,na
北海道,石狩郡当別町,133,na
北海道,小樽市,134,na
北海道,積丹郡,135,na
北海道,古平郡,135,na
北海道,余市郡,135,na
北海道,岩内郡,135,na
北海道,古宇郡,135,na
北海道,虻田郡喜茂別町,135,na
北海道,虻田郡京極町,135,na
北海道,虻田郡倶知安町,135,na
北海道,虻田郡ニセコ町,135,na
北海道,虻田郡真狩村,135,na
北海道,虻田郡留寿都村,135,na
北海道,磯谷郡,136,na
北海道,島牧郡,136,na
北海道,寿都郡,136,na
北海道,茅部郡鹿部町,1372,na
北海道,茅部郡森町,1374,na
北海道,二海郡八雲町,137,na
北海道,山越郡,1377,na
北海道,久遠郡せたな町,137,na
北海道,瀬棚郡,137,na
北海道,函館市,138,na
北海道,北斗市,138,na
北海道,亀田郡,138,na
北海道,上磯郡,1392,na
北海道,松前郡,139,na
北海道,爾志郡,139,na
北海道,檜山郡,139,na
北海道,奥尻郡,1397,na
北海道,久遠郡せたな町,1398,大成区
北海道,二海郡八雲町,1398,熊石相沼町
北海道,二海郡八雲町,1398,熊石鮎川町
北海道,二海郡八雲町,1398,熊石泉岱町
北海道,二海郡八雲町,1398,熊石雲石町
北海道,二海郡八雲町,1398,熊石大谷町
北海道,二海郡八雲町,1398,熊石折戸町
北海道,二海郡八雲町,1398,熊石黒岩町
北海道,二海郡八雲町,1398,熊石見日町
北海道,二海郡八雲町,1398,熊石関内町
北海道,二海郡八雲町,1398,熊石平町
北海道,二海郡八雲町,1398,熊石畳岩町
北海道,二海郡八雲町,1398,熊石館平町
北海道,二海郡八雲町,1398,熊石泊川町
北海道,二海郡八雲町,1398,熊石鳴神町
北海道,二海郡八雲町,1398,熊石西浜町
北海道,二海郡八雲町,1398,熊石根崎町
北海道,伊達市,142,na
北海道,虻田郡洞爺湖町,142,na
北海道,虻田郡豊浦町,142,na
北海道,有珠郡,142,na
北海道,登別市,143,na
北海道,室蘭市,143,na
北海道,苫小牧市,144,na
北海道,白老郡,144,na
北海道,勇払郡厚真町,145,na
北海道,勇払郡安平町,145,na
北海道,勇払郡むかわ町,145,na
北海道,沙流郡日高町,1456,na
北海道,新冠郡新冠町里平,1456,na
北海道,沙流郡平取町,1457,na
北海道,沙流郡日高町,1457,栄町西
北海道,沙流郡日高町,1457,栄町東
北海道,沙流郡日高町,1457,新町
北海道,沙流郡日高町,1457,千栄
北海道,沙流郡日高町,1457,富岡
北海道,沙流郡日高町,1457,日高
北海道,沙流郡日高町,1457,本町西
北海道,沙流郡日高町,1457,本町東
北海道,沙流郡日高町,1457,松風町
北海道,沙流郡日高町,1457,三岩
北海道,沙流郡日高町,1457,宮下町
北海道,沙流郡日高町,1457,山手町
北海道,沙流郡日高町,1457,若葉町
北海道,浦河郡,146
北海道,様似郡,146
北海道,新冠郡新冠町,146
北海道,日高郡新ひだか町,146
北海道,幌泉郡,1466
北海道,網走市,152
北海道,北見市,152,常呂町
北海道,網走郡大空町,152
北海道,斜里郡小清水町,152
北海道,斜里郡清里町,152
北海道,斜里郡斜里町,152
北海道,厚岸郡,153
北海道,根室市,153
北海道,標津郡中標津町,153
北海道,野付郡別海町,153
北海道,標津郡標津町,153
北海道,野付郡別海町,153,尾岱沼
北海道,野付郡別海町,153,尾岱沼港町
北海道,野付郡別海町,153,尾岱沼岬町
北海道,野付郡別海町,153,尾岱沼潮見町
北海道,野付郡別海町,153,床丹
北海道,目梨郡,153
北海道,釧路市,154
北海道,阿寒郡,154
北海道,釧路郡,154
北海道,釧路市,1547,音別町
北海道,白糠郡,1547
北海道,川上郡,15
北海道,帯広市,155
北海道,河西郡,155
北海道,河東郡音更町,155
北海道,中川郡幕別町,155
北海道,十勝郡,15
